Unnamed: 0,Unnamed: 0.1,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,AHV,lonlat,geometry,hour_of_the_day,average_temparature,Descriptor_cat,precipitation_levels,zonedist_cat,AHV,yearbuilt,lotdepth,simple_zone_cat,unitsres,enforcability_score,Predicted Enforcability Probability,Predicted Enforcability Score
74,154,43122249,2019-06-26 05:19:00,07/01/2019 06:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10010.0,EAST   26 STREET,EAST   26 STREET,LEXINGTON AVENUE,3 AVENUE,,,BLOCKFACE,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/01/2019 06:00:00 AM,06 MANHATTAN,,MANHATTAN,989014.0,209307.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74117469823381,-73.98280824466569,"(40.741174698233806, -73.98280824466569)",0,"(-73.982808244665691, 40.741174698233813)",POINT (989013.9999971722 209307.0144083001),5,77.0,0,0.0,1,0,1924.9574468085107,89.84744680851064,5,21.51063829787234,2,0.34,2
75,155,43122250,2019-06-26 19:35:00,06/27/2019 09:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11222.0,190 MESEROLE AVENUE,MESEROLE AVENUE,NEWEL ST,DIAMOND ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/27/2019 09:30:00 PM,01 BROOKLYN,3026247501.0,BROOKLYN,998478.0,204663.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.72841790292045,-73.94866551587279,"(40.72841790292045, -73.94866551587279)",0,"(-73.94866551587279, 40.728417902920448)",POINT (998477.9999915599 204663.0144053069),19,77.0,0,0.0,16,0,1923.7935483870967,94.43045161290323,1,3.47741935483871,2,0.14,2
76,156,43122251,2019-06-26 17:59:00,06/27/2019 11:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11355.0,134-30 60 AVENUE,60 AVENUE,LAWRENCE ST,136 ST,,,ADDRESS,Flushing,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/27/2019 11:15:00 AM,07 QUEENS,4063700003.0,QUEENS,1031019.0,210276.0,PHONE,Unspecified,QUEENS,,,,,,,,40.743711974811376,-73.83121907672529,"(40.743711974811376, -73.83121907672529)",0,"(-73.83121907672529, 40.743711974811376)",POINT (1031018.999972233 210276.0144088528),17,77.0,3,0.0,21,0,1949.7648725212464,98.63671388101982,6,1.9858356940509916,2,0.51,1
77,157,43122253,2019-06-26 10:22:00,06/28/2019 04:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10065.0,,,,,2 AVENUE,EAST 62 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/28/2019 04:45:00 AM,08 MANHATTAN,,MANHATTAN,994507.0,217074.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76248848096064,-73.96297391546206,"(40.762488480960634, -73.96297391546207)",0,"(-73.962973915462058, 40.762488480960641)",POINT (994506.9999939096 217074.0144132705),10,77.0,5,0.0,44,0,1857.5333333333333,93.98433333333334,5,25.766666666666666,2,0.17,2
79,159,43125757,2019-06-26 04:00:00,06/27/2019 05:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10027.0,195 CLAREMONT AVENUE,CLAREMONT AVENUE,LA SALLE ST,TIEMANN PL,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/27/2019 05:45:00 AM,09 MANHATTAN,1019940072.0,MANHATTAN,995322.0,236262.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81515340359103,-73.96000027090079,"(40.81515340359102, -73.96000027090082)",0,"(-73.960000270900792, 40.815153403591033)",POINT (995321.9999934207 236262.0144254731),4,77.0,0,0.0,154,0,1810.2941176470588,127.61764705882354,5,35.705882352941174,2,0.25,2
91,811,43104227,2019-06-26 09:39:00,07/01/2019 03:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11236.0,1570 EAST  102 STREET,EAST  102 STREET,SEAVIEW AVE,SHORE PKWY,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/01/2019 03:45:00 PM,18 BROOKLYN,3083290225.0,BROOKLYN,1016286.0,170615.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6349174051776,-73.88457634876488,"(40.6349174051776, -73.88457634876487)",0,"(-73.884576348764881, 40.634917405177603)",POINT (1016285.999981045 170615.0143831647),9,77.0,3,0.0,25,0,1891.121212121212,865.7803030303025,2,1268.4848484848485,2,0.5,1
0,160,43125751,2019-06-26 09:51:00,06/28/2019 05:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11368.0,96-04 57 AVENUE,57 AVENUE,JUNCTION BLVD,96 ST,,,ADDRESS,Corona,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/28/2019 05:00:00 PM,04 QUEENS,4019180045.0,QUEENS,1021645.0,207759.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.736848050167545,-73.86506209170805,"(40.736848050167545, -73.86506209170804)",0,"(-73.865062091708054, 40.736848050167545)",POINT (1021644.999977803 207759.0144072621),9,77.0,6,0.0,11,0,1963.2,287.15,1,179.6,2,0.67,1
1,161,43125769,2019-06-26 21:43:00,07/01/2019 02:59:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10028.0,212 EAST   85 STREET,EAST   85 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,07/01/2019 02:59:00 PM,08 MANHATTAN,1015300042.0,MANHATTAN,997001.0,222693.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77790792512979,-73.95396032601633,"(40.77790792512979, -73.95396032601633)",0,"(-73.953960326016329, 40.777907925129789)",POINT (997000.9999924181 222693.0144168501),21,77.0,4,0.0,1,0,1923.4358974358975,93.46794871794874,5,17.41025641025641,2,0.56,1
2,162,43125770,2019-06-26 16:04:00,07/01/2019 10:06:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/01/2019 10:06:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),16,77.0,4,0.0,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.52,1
3,163,43125771,2019-06-26 11:41:00,06/27/2019 05:58:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10036.0,WEST   48 STREET,WEST   48 STREET,8 AVENUE,9 AVENUE,,,BLOCKFACE,NEW YORK,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/27/2019 05:58:00 PM,04 MANHATTAN,,MANHATTAN,987452.0,216761.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.761634746502814,-73.98844145462995,"(40.76163474650281, -73.98844145462995)",0,"(-73.98844145462995, 40.761634746502814)",POINT (987451.9999980995 216761.0144130728),11,77.0,1,0.0,154,0,1922.3142857142857,95.65961904761909,5,9.961904761904762,2,0.27,2
4,164,43125774,2019-06-26 22:19:00,06/27/2019 09:52:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10014.0,,,,,WASHINGTON STREET,WEST HOUSTON STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/27/2019 09:52:00 PM,02 MANHATTAN,,MANHATTAN,981659.0,204867.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72898889654943,-74.00934838211222,"(40.72898889654943, -74.00934838211222)",1,"(-74.009348382112222, 40.728988896549431)",POINT (981659.0000015356 204867.0144054377),22,77.0,0,0.0,42,1,1859.3529411764705,160.64588235294121,17,58.247058823529414,2,0.09,2
5,165,43125775,2019-06-26 22:10:00,06/27/2019 11:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11201.0,65 COURT STREET,COURT STREET,JORALEMON ST,LIVINGSTON ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/27/2019 11:15:00 PM,02 BROOKLYN,3002660020.0,BROOKLYN,986683.0,191395.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.692011500699,-73.99122655352444,"(40.692011500698996, -73.99122655352443)",1,"(-73.991226553524442, 40.692011500699003)",POINT (986682.9999985547 191395.0143967397),22,77.0,0,0.0,38,1,1886.1875,100.96339285714285,13,18.633928571428573,2,0.07,2
7,167,43125777,2019-06-26 01:35:00,06/29/2019 08:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10314.0,,,,,GANSEVOORT BOULEVARD,BRIELLE AVENUE,INTERSECTION,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/29/2019 08:00:00 PM,02 STATEN ISLAND,,STATEN ISLAND,949411.0,157219.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59813761779209,-74.12545354380245,"(40.59813761779209, -74.12545354380245)",1,"(-74.12545354380245, 40.598137617792091)",POINT (949411.0000205875 157219.0143743431),1,77.0,0,0.0,30,1,1972.7115384615386,97.86590384615384,7,1.3423076923076922,2,0.21,2
8,168,43125778,2019-06-26 18:32:00,06/27/2019 11:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11201.0,,,,,FLATBUSH AVENUE EXTENSION,FLEET STREET,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/27/2019 11:45:00 PM,02 BROOKLYN,,BROOKLYN,989205.0,191110.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.691228188825185,-73.98213238109165,"(40.69122818882519, -73.98213238109165)",0,"(-73.982132381091645, 40.691228188825185)",POINT (989204.9999970656 191110.0143965433),18,77.0,0,0.0,72,0,1953.4222222222222,164.95066666666665,14,60.977777777777774,2,0.16,2
0,0,43114976,2019-06-26 08:48:00,06/26/2019 12:21:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11207.0,24 SCHAEFER STREET,SCHAEFER STREET,BROADWAY,BUSHWICK AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,06/26/2019 12:21:00 PM,04 BROOKLYN,3034260118.0,BROOKLYN,1008559.0,188873.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.685056143140436,-73.91235039044439,"(40.68505614314044, -73.91235039044439)",0,"(-73.912350390444388, 40.685056143140436)",POINT (1008558.999985596 188873.0143950853),8,77.0,4,0.0,11,0,1952.152380952381,95.83809523809524,1,2.2095238095238097,2,0.45,2
1,1,43114977,2019-06-26 08:21:00,06/26/2019 11:57:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/26/2019 11:57:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),8,77.0,4,0.0,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.51,1
2,2,43114978,2019-06-26 02:35:00,06/26/2019 12:16:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10031.0,321 EDGECOMBE AVENUE,EDGECOMBE AVENUE,W 145 ST,W 150 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/26/2019 12:16:00 PM,09 MANHATTAN,1020530033.0,MANHATTAN,1000118.0,239957.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.825287821475726,-73.9426650656095,"(40.825287821475726, -73.9426650656095)",0,"(-73.942665065609503, 40.825287821475726)",POINT (1000117.999990558 239957.0144278017),2,77.0,4,0.0,28,0,1921.1333333333334,203.39444444444445,0,21.6,2,0.14,2
3,3,43114982,2019-06-26 01:00:00,06/26/2019 03:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10010.0,226 EAST   26 STREET,EAST   26 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/26/2019 03:30:00 AM,06 MANHATTAN,1009060041.0,MANHATTAN,989623.0,208965.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74023564428469,-73.98061083130234,"(40.74023564428469, -73.98061083130234)",0,"(-73.980610831302343, 40.740235644284688)",POINT (989622.9999968115 208965.0144080663),1,77.0,0,0.0,1,0,1924.5277777777778,95.665,5,30.083333333333332,2,0.16,2
7,7,43100502,2019-06-26 09:00:00,06/26/2019 12:23:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11222.0,150 NEWEL STREET,NEWEL STREET,NORMAN AVE,MESEROLE AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/26/2019 12:23:00 PM,01 BROOKLYN,3026240045.0,BROOKLYN,998434.0,204278.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.727361242634935,-73.94882507891212,"(40.727361242634935, -73.94882507891212)",0,"(-73.948825078912122, 40.727361242634935)",POINT (998433.9999915841 204278.0144050478),9,77.0,4,0.0,16,0,1923.7935483870967,94.43045161290323,1,3.47741935483871,2,0.65,1
8,8,43100503,2019-06-26 08:17:00,06/26/2019 11:56:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/26/2019 11:56:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),8,77.0,4,0.0,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.51,1
9,9,43100504,2019-06-26 07:05:00,06/26/2019 12:19:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11434.0,132-11 BENNETT COURT,BENNETT COURT,132 AVE,BEND,,,ADDRESS,Jamaica,,,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,06/26/2019 12:19:00 PM,12 QUEENS,4129840032.0,QUEENS,1050254.0,186441.0,PHONE,Unspecified,QUEENS,,,,,,,,40.67816816357214,-73.76203737473972,"(40.67816816357213, -73.76203737473972)",0,"(-73.76203737473972, 40.678168163572138)",POINT (1050253.999960896 186441.0143934078),7,77.0,4,0.0,41,0,1929.3401639344263,112.4681762295082,7,1.153688524590164,2,0.61,1
14,14,43104209,2019-06-26 08:04:00,06/26/2019 11:55:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,06/26/2019 11:55:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),8,77.0,4,0.0,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.51,1
16,16,43104224,2019-06-26 09:31:00,06/26/2019 01:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11385.0,457 ONDERDONK AVENUE,ONDERDONK AVENUE,HIMROD ST,HARMAN ST,,,ADDRESS,Ridgewood,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/26/2019 01:45:00 PM,05 QUEENS,4034030007.0,QUEENS,1008528.0,196897.0,PHONE,Unspecified,QUEENS,,,,,,,,40.707080233166316,-73.91243324373006,"(40.707080233166316, -73.91243324373006)",0,"(-73.912433243730064, 40.707080233166316)",POINT (1008527.999985605 196897.0144002787),9,77.0,3,0.0,16,0,1930.3333333333333,98.442,2,3.1,2,0.6,1
17,17,43107780,2019-06-26 08:54:00,,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11201.0,20 HENRY STREET,HENRY STREET,POPLAR ST,MIDDAGH ST,,,ADDRESS,BROOKLYN,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,06/26/2019 12:34:00 PM,02 BROOKLYN,3002117501.0,BROOKLYN,986571.0,194432.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.700347390141395,-73.99162938125133,"(40.70034739014141, -73.99162938125133)",0,"(-73.991629381251329, 40.700347390141395)",POINT (986570.9999986248 194432.0143986896),8,77.0,6,0.0,154,0,1895.4470588235295,89.80682352941176,0,11.623529411764705,2,0.81,1
21,21,43107802,2019-06-26 18:11:00,06/26/2019 07:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11415.0,,,,,82 ROAD,QUEENS BOULEVARD,INTERSECTION,Kew Gardens,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/26/2019 07:45:00 PM,09 QUEENS,,QUEENS,1032364.0,198875.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71241185675926,-73.82644674310926,"(40.71241185675926, -73.82644674310927)",0,"(-73.826446743109258, 40.71241185675926)",POINT (1032363.999971472 198875.0144015132),18,77.0,0,0.0,56,0,1890.4375,174.355,4,29.03125,2,0.22,2
24,24,43111376,2019-06-26 21:28:00,06/26/2019 11:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11218.0,411 DITMAS AVENUE,DITMAS AVENUE,E 4 ST,E 5 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/26/2019 11:30:00 PM,12 BROOKLYN,3053887501.0,BROOKLYN,991236.0,170956.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.635908555137966,-73.97482952360805,"(40.63590855513796, -73.97482952360805)",0,"(-73.974829523608051, 40.635908555137966)",POINT (991235.9999958677 170956.0143834099),21,77.0,3,0.0,4,0,1920.027397260274,98.0,2,2.184931506849315,2,0.28,2
27,27,43114954,2019-06-26 02:06:00,07/08/2019 09:12:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11215.0,1201 8 AVENUE,8 AVENUE,12 ST,13 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection attempted to contact the complainant by phone, but the phone number provided was incorrect. If the problem still exists, please call 311 and file a new complaint with the correct phone number. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/08/2019 09:12:00 PM,06 BROOKLYN,3010990009.0,BROOKLYN,989580.0,181137.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.663854340481116,-73.98078802687866,"(40.66385434048112, -73.98078802687866)",0,"(-73.980788026878656, 40.663854340481116)",POINT (989579.9999968435 181137.0143900587),2,77.0,6,0.0,16,0,1906.6568047337278,104.84526627218933,1,4.366863905325443,2,0.53,1
31,31,43118539,2019-06-26 22:04:00,06/28/2019 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10306.0,CLARK AVENUE,CLARK AVENUE,MCKINLEY AVENUE,GILBERT STREET,,,BLOCKFACE,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/28/2019 01:45:00 AM,03 STATEN ISLAND,,STATEN ISLAND,944960.0,146419.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5684751833069,-74.14141856682771,"(40.568475183306894, -74.14141856682772)",0,"(-74.14141856682771, 40.568475183306901)",POINT (944960.0000232009 146419.0143671868),22,77.0,0,0.0,58,0,1953.6769911504425,108.42805309734513,7,1.084070796460177,2,0.34,2
33,33,43118554,2019-06-26 19:39:00,06/27/2019 08:45:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,11222.0,,,,,FREEMAN STREET,MANHATTAN AVENUE,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/27/2019 08:45:00 PM,01 BROOKLYN,,BROOKLYN,996733.0,206859.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.734448018485175,-73.95495738343834,"(40.73444801848517, -73.95495738343834)",0,"(-73.954957383438341, 40.734448018485175)",POINT (996732.9999925916 206859.0144067215),19,77.0,7,0.0,39,0,1895.7983870967741,99.75064516129032,1,5.362903225806452,2,0.38,2
34,34,43118555,2019-06-26 17:58:00,06/28/2019 12:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10472.0,,,,,GLEASON AVENUE,BEACH AVENUE,INTERSECTION,BRONX,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/28/2019 12:15:00 PM,09 BRONX,,BRONX,1021357.0,241672.0,ONLINE,Unspecified,BRONX,,,,,,,,40.829931310404646,-73.86591400513787,"(40.829931310404646, -73.86591400513787)",0,"(-73.865914005137867, 40.829931310404646)",POINT (1021356.999977913 241672.0144288536),17,77.0,1,0.0,25,0,1942.8666666666666,100.10023333333326,2,3.1766666666666667,2,0.33,2
37,37,43118559,2019-06-26 22:56:00,06/28/2019 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11234.0,,,,,PEARSON STREET,AVENUE U,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/28/2019 01:45:00 AM,18 BROOKLYN,,BROOKLYN,1006937.0,162466.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6125789940612,-73.91828755985594,"(40.612578994061195, -73.91828755985593)",0,"(-73.918287559855941, 40.612578994061202)",POINT (1006936.99998659 162466.0143778174),22,77.0,0,0.0,60,0,1890.5676691729323,139.54827067669174,7,1.7894736842105263,2,0.24,2
38,38,43118562,2019-06-26 18:10:00,06/28/2019 01:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11228.0,1246 77 STREET,77 STREET,12 AVE,13 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/28/2019 01:00:00 AM,10 BROOKLYN,3062430024.0,BROOKLYN,981532.0,165098.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.619831915952396,-74.00979056346928,"(40.619831915952396, -74.00979056346928)",0,"(-74.009790563469281, 40.619831915952396)",POINT (981532.0000016094 165098.0143795598),18,77.0,0,0.0,31,0,1921.825882352941,99.51529411764706,6,1.4258823529411764,2,0.22,2
